"","posX","posY","angle","X00.14.bf.b1.97.8a","X00.14.bf.b1.97.90","X00.0f.a3.39.e1.c0","X00.14.bf.b1.97.8d","X00.14.bf.b1.97.81","X00.14.bf.3b.c7.c6","X00.0f.a3.39.dd.cd"
"336",0,3,90,-43.5158072890156,-53.1907008057547,-57.8363636363636,-63.7820276198313,-55.5511764052364,-60.9299463045552,-72.1569046047063
"337",0,4,90,-44.2168528543454,-52.2322437286238,-51.3454545454545,-60.8799294242362,-60.0713332592679,-62.3398534368514,-68.5909090909091
"338",0,7,90,-47.0061935972597,-61.6105758346621,-56.8909090909091,-51.8551039559139,-62.8496879481213,-64.9923021064671,-65.161897494498
"339",0,8,90,-51.1324207592026,-54.0407008057547,-56.0985407277124,-54.5913279669354,-63.0337788572122,-68.0555865854175,-68.8636363636364
"340",0,9,90,-50.5405458976831,-53.6367891831692,-48.6909090909091,-62.1209083278164,-62.8371335460656,-66.865958056233,-66.7982611308617
"341",0,10,90,-49.0945685695636,-54.569983659733,-56.4909090909091,-61.3928308470948,-63.4306130556704,-66.8076833703473,-71.4545454545455
"342",0,11,90,-51.9637959530753,-56.4426023016346,-56.7545454545455,-63.9822370578445,-65.9171121905456,-69.3489443459423,-68.9818181818182
"343",0,12,90,-51.5204325382805,-54.7416515536947,-57.8545454545455,-63.8846145041238,-71.2636897524364,-68.8432307835057,-69.1164429490435
"344",0,13,90,-46.3047050439844,-55.6643788264219,-53.0545454545455,-64.6504886886974,-67.8129588710789,-69.0079179601379,-72.1181818181818
"345",1,0,90,-34.9404927012035,-56.5877399311092,-47.4181818181818,-63.9934959752015,-62.3211300115007,-63.826217073215,-66.2227272727273
"346",1,1,90,-41.7643187357402,-50.8302336019182,-56.8545454545455,-62.9698243236833,-65.0557218597819,-64.9692229490539,-67.4181818181818
"347",1,2,90,-44.3819777712571,-55.7419684696747,-55.2607178190612,-61.0719923319495,-60.0414901132995,-66.1158456023996,-71.0073520399526
"348",1,3,90,-42.5269095340467,-57.4543371693911,-55.6803589095306,-57.3048945179007,-56.8375400416001,-63.5249365114905,-66.4346247672253
"349",1,4,90,-46.0428186249558,-55.1858384352293,-54.1090909090909,-59.8242301528867,-57.9545310940898,-60.4150293791943,-67.9181818181818
"350",1,5,90,-41.041591463013,-62.6329861914093,-53.5727272727273,-63.9231461487536,-61.9452369372316,-63.9700391722591,-71.2818181818182
"351",1,6,90,-49.1930800162883,-54.5383737630692,-47.8,-60.8026566969635,-62.394452667074,-64.9340274205814,-70.0363636363636
"352",1,7,90,-43.3682616129013,-54.7355215192493,-56.7363636363636,-53.1846843167948,-59.434170992291,-64.5799463045552,-65.4573520399526
"353",1,8,90,-49.1183414076208,-51.6695581129274,-52.9136363636364,-52.7356985082569,-61.2391085819153,-65.0362366593446,-69.0272727272727
"354",1,9,90,-47.6936293971931,-53.3319268126438,-52.2545454545455,-60.2788454201032,-60.1699392458086,-64.4696872875732,-68.0636363636364
"355",1,10,90,-47.7233564483515,-53.1016932107255,-56.8727272727273,-63.4924817837395,-71.2145417718498,-68.3651466740896,-70.1090909090909
"356",1,11,90,-47.891591463013,-51.8747373994328,-52.4727272727273,-63.466432685942,-66.4559107470935,-67.2022092387632,-72.1545454545455
"357",1,12,90,-50.3839891071974,-50.1701919448873,-56.1454545454545,-67.9402439628023,-67.594154975651,-71.2390372136461,-66.7772727272727
"358",1,13,90,-41.1329435418675,-45.3995442272504,-60.3727272727273,-64.1211177658295,-69.5664490584438,-69.0010411308721,-73.1056131708143
"359",2,0,90,-37.499636806774,-62.9771730729439,-52.6272727272727,-62.8255235950329,-64.3991870089311,-64.0529081670731,-68.0255338581344
"360",2,1,90,-42.0576821505351,-54.7903838897747,-52.8545454545455,-58.5538105137676,-62.3104562016389,-63.28495609762,-75.451291433892
"361",2,2,90,-42.8582049332,-54.2582487919765,-50.6636363636364,-61.7002792506842,-62.1778537496631,-62.3531379158018,-58.5636363636364
"362",2,3,90,-46.6865232258026,-57.3689242809674,-58.6181818181818,-61.5118174187255,-58.0928697663031,-61.1822776792756,-70.2181818181818
"363",2,4,90,-44.0188641902857,-55.3458800922601,-57.7061723645158,-58.3447894173478,-59.8918822483783,-61.5745846268046,-65.2891702217708
"364",2,5,90,-52.7401029097377,-54.2757967781984,-49.9272727272727,-58.0890901459982,-66.2655970390304,-63.9216716186696,-71.1454545454545
"365",2,6,90,-46.7102162691403,-49.6107841198165,-54.0363636363636,-57.8061879600469,-61.5464277029237,-66.1534898004877,-60.7909090909091
"366",2,7,90,-49.0445685695636,-57.4881654779148,-54.7727272727273,-51.9709781404874,-59.8883243117577,-64.8092033629243,-64.5909090909091
"367",2,8,90,-47.7309322059273,-53.4754798622184,-52.7545454545455,-54.0605937892503,-59.5051264769358,-66.026564116839,-63
"368",2,9,90,-49.6561935972597,-54.0040202534111,-56.8803589095306,-61.7600928291972,-65.2132298681019,-67.107219031828,-66.9255338581344
"369",2,10,90,-45.5420344509584,-49.2955631762801,-57.1545454545455,-60.1040199517808,-63.6169089427783,-66.477263045149,-64.8
"370",2,11,90,-50.0405458976831,-46.6828775605837,-55.0349043640761,-65.417085542693,-66.7957645708219,-67.8126345159644,-74.2800793126799
"371",2,12,90,-54.1395801270727,-45.9922853856546,-56.2636363636364,-65.2615258966855,-70.7034758269092,-70.4579179601379,-73.7
"372",2,13,90,-47.9985912414442,-43.8601502878565,-53.5090909090909,-64.3867825123899,-70.6609518019492,-66.734433111653,-71.6164429490435
"373",3,3,90,-52.6707957315065,-55.5237866514928,-52.0349043640761,-58.4014330674883,-58.8568982650183,-58.0985924612564,-62.6545454545455
"374",3,7,90,-53.0153908993099,-50.5722020715929,-53.9909090909091,-53.7822370578445,-58.9312084385165,-62.7096677014436,-58.7636363636364
"375",3,8,90,-53.5327087487749,-52.0916515536947,-49.5,-54.4824464958576,-58.9800176728244,-63.5632796378886,-58.8
"376",4,3,90,-53.1047050439844,-58.8079318759965,-47.9039243706716,-56.0424119710685,-55.2912868655322,-59.0686413156393,-58.8237949889961
"377",4,7,90,-52.1123073998,-55.7507424627856,-48.3181818181818,-49.1427610344237,-58.8905025953746,-61.0737684035993,-63.4363636363636
"378",4,8,90,-51.1860004431377,-61.4391162258547,-47.2909090909091,-58.1856286955858,-57.6434651491492,-60.4778495196255,-58.7573520399526
"379",5,3,90,-54.0204325382805,-66.4387993098748,-48.1181818181818,-53.9312228663825,-54.1717253943468,-56.9279619734589,-60.8590909090909
"380",5,7,90,-52.5284778820415,-60.3563472960966,-47.1181818181818,-50.0640552396627,-57.4331834743662,-61.1721359571889,-57.9818181818182
"381",5,8,90,-59.5946217660433,-57.7682904490074,-48.9090909090909,-54.898041429747,-59.2905025953746,-59.4754008500098,-60.1545454545455
"382",6,3,90,-55.2794436526519,-62.7975733029857,-45.1454545454545,-54.286852325061,-55.2580890307104,-56.6067546933086,-57.1192495344507
"383",6,7,90,-53.9477052655532,-62.5151212892075,-40.5090909090909,-52.2027265096346,-59.2929375155589,-61.6348436437866,-59.1045454545455
"384",6,8,90,-57.3475988725939,-61.6855215192493,-46.8272727272727,-57.4686705068792,-59.9561139948607,-58.0546579083789,-55.0181818181818
"385",7,3,90,-58.9380915737974,-66.9508510936112,-41.1621770913488,-58.7706988898032,-52.9310195512049,-56.4002249076668,-61.0090909090909
"386",7,7,90,-56.4965799055039,-60.0585657079565,-44.3727272727273,-53.1321672451734,-56.8158002867976,-61.895914042912,-61.4136363636364
"387",7,8,90,-57.3327353470147,-65.8309760647038,-48.4545454545455,-54.5991254338801,-57.818559592805,-56.2292425351834,-57.2090909090909
"388",8,3,90,-54.4936027989532,-67.1903838897747,-49.9636363636364,-56.1537407010966,-52.5015685403152,-52.2022092387632,-62.2937156763162
"389",8,7,90,-59.1658072890156,-67.6840455701749,-48.243995273167,-54.408286155642,-56.6399072125286,-56.5679423873293,-55.9318181818182
"390",8,8,90,-60.7108188465247,-64.1930278484402,-44.0818181818182,-55.6661534352578,-59.8071015127855,-58.8621163710593,-53.4181818181818
"391",9,3,90,-59.2335461192519,-65.7745985426632,-49.6454545454545,-54.2161534352578,-54.1778537496631,-48.6104839246489,-60.9484848484848
"392",9,4,90,-60.2147022261651,-74.432691209292,-54.1636649545722,-59.6563860216779,-51.6693145457909,-53.3921377638895,-67.3973277467412
"393",9,7,90,-62.0643187357403,-64.7826692754294,-51.9363636363636,-53.8651392437957,-60.2598608187929,-50.7241202882852,-57.5618974944981
"394",9,8,90,-60.0769627305264,-64.0060303801166,-46.3727272727273,-51.167446877404,-61.4934651491492,-51.2171261641241,-58.5136363636364
"395",10,3,90,-58.9269893287662,-66.3670227850875,-47.9090909090909,-57.3559785220338,-51.4612548322522,-54.5125807095786,-64.8800793126799
"396",10,4,90,-60.8971026881688,-67.0524356735111,-50.8181818181818,-55.027621790628,-49.2865525236752,-50.93495609762,-66.0090909090909
"397",10,5,90,-57.9900231150182,-70.3284407368639,-42.9454545454545,-58.9322370578445,-56.5954401849989,-52.2497605691475,-64.2636363636364
"398",10,6,90,-59.4339625089576,-69.1602589186821,-48.2909090909091,-58.4287057947611,-59.4486059865407,-53.2067546933086,-62.8618974944981
"399",10,7,90,-59.8925838318632,-70.8803422327438,-48.1272727272727,-50.8516425055015,-58.8750800832001,-54.3424145603005,-63.3255338581344
"400",10,8,90,-58.2163300716805,-69.9723107024185,-44.7181818181818,-50.2367126997189,-61.1509731574692,-55.3398534368514,-56.2636363636364
"401",11,3,90,-62.3905458976831,-67.3450379751458,-48.8803589095306,-56.9220621446205,-53.0762708488922,-46.5241202882852,-67.1090909090909
"402",11,4,90,-58.6021709253792,-72.8682904490074,-49.5636363636364,-58.6595795977883,-52.9252833309674,-50.4142131559891,-69.1300793126799
"403",11,5,90,-59.60922390029,-72.0358384352293,-52.2894498186215,-59.5740905275446,-63.7159891741092,-53.2274976349396,-61.8272727272727
"404",11,6,90,-57.8466597002234,-73.1041288842367,-42.643995273167,-53.5721319572916,-60.4201424935759,-51.9224878418748,-65.6363636363636
"405",11,7,90,-59.0123073998,-71.6238952823184,-46.1272727272727,-49.0640552396627,-60.0316005735953,-48.8875172210691,-61.9255338581344
"406",11,8,90,-62.0461369175584,-65.5961970082401,-48.8545454545455,-57.1525170716214,-57.9142173860267,-58.7133969327839,-61.4272727272727
"407",12,3,90,-60.5940457868987,-66.2398586886403,-51.4272727272727,-56.9458734214809,-53.3792334026668,-49.1302981892411,-64.1090909090909
"408",12,4,90,-59.7963451124112,-67.4394331418347,-49.9909090909091,-58.1140552396627,-54.4418822483783,-47.1336755358955,-68.7
"409",12,5,90,-57.2914364646398,-71.4816098966638,-48.3214356381225,-57.4594399724462,-56.7329945870546,-53.1192229490539,-71.9727272727273
"410",12,6,90,-59.86332636689,-71.5550796321766,-47.7,-55.5662930605999,-58.9434651491492,-50.2667742794382,-67.2
"411",12,7,90,-58.2072391625896,-67.0209344076729,-51.8727272727273,-45.9844748787817,-57.4565061299395,-57.1427664449864,-62.4045454545455
"412",12,8,90,-56.0875953893723,-68.4795001156294,-49.4818181818182,-46.5730763360825,-57.5620391024098,-58.3497605691475,-55.8636363636364
"413",13,3,90,-62.674455210161,-68.7129028773476,-49.7076316368033,-56.1946497920057,-49.3551264769358,-54.8687586105346,-68.6692495344507
"414",13,4,90,-63.9724438742208,-64.4235783663384,-48.4363636363636,-56.2925515964106,-53.5883243117577,-48.5439345528775,-64.8681818181818
"415",13,5,90,-57.2325271521619,-68.5336200233693,-48.5181818181818,-59.1617476060544,-59.2731050473504,-50.9242327421186,-64.35
"416",13,6,90,-55.2708489279861,-68.5959887230857,-50.9636363636364,-55.8458036088098,-58.6837788572122,-53.7812268662798,-61.7437156763162
"417",13,7,90,-55.8147883219255,-70.5494747988656,-45.7545454545455,-51.9014330674883,-56.2586844135564,-53.9151418330277,-64.4255338581344
"418",13,8,90,-58.3577353470147,-64.6342538553293,-48.6181818181818,-53.0947196046767,-61.6426808789916,-58.3692229490539,-66.0045454545455
"419",14,3,90,-61.7704857347602,-75.3595164558965,-53.1712680004397,-57.3913279669354,-46.396630950691,-56.7002249076668,-70.0237949889961
"420",14,7,90,-60.5795234473714,-71.1831099352069,-51.8956221831373,-46.1708385151453,-58.4377289289116,-45.6034898004877,-67.9493288471305
"421",14,8,90,-59.0365232258026,-71.8795001156295,-55.9090909090909,-49.8435657878726,-59.4325880915201,-52.7340274205814,-71.520988403589
"422",15,3,90,-65.2319777712571,-73.6309760647038,-61.5909090909091,-57.7890203333271,-49.8772583668171,-54.6224878418748,-70.4772727272727
"423",15,7,90,-61.8536594786545,-77.2072980440366,-60.3545454545455,-47.3220621446205,-56.812242350177,-58.1656061715471,-64.2454545454545
"424",15,8,90,-58.6723640795013,-75.6748460302584,-55.4909090909091,-46.7152090564668,-55.151365292548,-49.7629325942646,-65.9727272727273
"425",16,3,90,-64.1466331019835,-72.3816098966638,-58.1272727272727,-55.9911883415933,-49.3521639231613,-56.8390372136461,-73.132885898087
"426",16,7,90,-56.4147617236857,-70.9008510936112,-54.8363636363636,-49.187866516523,-54.8104562016389,-53.7390372136461,-73.1584197562214
"427",16,8,90,-61.5602960638597,-75.6723107024185,-56.7454545454545,-49.0844748787817,-59.0752833309674,-59.9953275684355,-70.2346247672253
"428",17,3,90,-62.2672958422909,-73.3378485619348,-60.2909090909091,-56.7491952465511,-52.4033546888534,-58.7588514782384,-77.5993288471305
"429",17,7,90,-59.7941255816182,-72.5992665137112,-54.9818181818182,-44.4230763360825,-56.0343742400583,-58.2192229490539,-75.1
"430",17,8,90,-59.8739324274961,-71.6420771005002,-58.4090909090909,-48.4026566969635,-58.7219142816583,-56.3526735772825,-75.4874313526325
"431",18,3,90,-65.0345118898623,-75.012477330542,-58.0909090909091,-56.8152788691378,-47.3163956696437,-58.2997605691475,-78.8545454545455
"432",18,7,90,-65.8006291756242,-70.7407008057547,-58.4636363636364,-47.6139156143206,-57.0873367938328,-61.1411339985759,-72.6545454545455
"433",18,8,90,-67.4906256924026,-74.6585657079565,-63.3454545454545,-52.3116777933834,-56.3503777746231,-57.6877566519216,-74.9220561198578
"434",19,3,90,-65.2840689019169,-72.4913346377147,-63.8454545454545,-54.7741603402156,-47.0486059865407,-57.9216716186696,-78.1419768071779
"435",19,7,90,-57.6117846171351,-74.6442955123602,-51.5818181818182,-50.4719225192784,-57.1051264769358,-60.0738856984946,-73.7255338581344
"436",19,8,90,-60.2239324274961,-72.1782324517095,-57.1363636363636,-48.0310134283693,-53.6802209205916,-61.5867058389258,-78.3818181818182
"437",20,3,90,-67.4163566699203,-77.2319268126438,-57.3076316368033,-55.898041429747,-43.0213332592679,-63.1221359571889,-79.3419768071779
"438",20,7,90,-57.7309322059273,-70.1361553512092,-57.3636363636364,-51.1948592300188,-55.7454401849989,-56.3158456023996,-67.5454545454545
"439",20,8,90,-69.7476254708338,-75.818399079833,-56.8909090909091,-54.0741603402156,-51.4074936478643,-60.3814614560704,-76.870988403589
"440",21,3,90,-64.3462167122779,-74.5348876872893,-63.3636363636364,-52.9103843512371,-47.1395150774498,-61.7650293791943,-80.7056131708143
"441",21,4,90,-66.8228336656866,-77.0806591487238,-61.543995273167,-48.1320276198313,-46.2308163034377,-63.3776149298349,-76.2727272727273
"442",21,5,90,-65.2743754154416,-75.8001086308256,-59.2,-47.9525868842925,-52.261646967331,-58.6348436437866,-76.370988403589
"443",21,6,90,-65.8648415184052,-74.669032911793,-57.4272727272727,-47.7187403195502,-58.5015685403152,-60.7110607170016,-73.4437156763162
"444",21,7,90,-57.7234096448312,-68.8920771005002,-53.9818181818182,-46.9524472589504,-54.3521639231613,-64.2869404287164,-73.8
"445",21,8,90,-61.4395801270727,-69.6384823938948,-53.6636363636364,-45.3287756074321,-56.0365525236752,-60.9581477088666,-70.1727272727273
"446",22,3,90,-62.8775121114312,-78.5310846955294,-60.1516269099703,-52.3525170716214,-46.3608626971734,-64.1874047672357,-83.9056131708143
"447",22,4,90,-64.9239324274961,-78.361526582602,-57.5818181818182,-50.5297199862231,-48.8887164468365,-64.1199218773638,-76.5891702217708
"448",22,5,90,-65.2658072890156,-78.4894331418347,-55.1272727272727,-48.7173072520619,-51.9733082951177,-59.6515054693914,-77.5237949889961
"449",22,6,90,-62.5814549885922,-73.3881654779148,-58.2363636363636,-45.2981810550891,-52.6359571408292,-57.4562903547893,-73.2272727272727
"450",22,7,90,-60.2672958422909,-70.0050796321766,-52.7090909090909,-47.1799992369073,-55.9217253943468,-62.7797165558265,-64.2454545454545
"451",22,8,90,-65.5930800162883,-67.6920771005003,-57.3909090909091,-46.7402439628023,-54.6102673143273,-63.0895015521655,-70.6545454545455
"452",23,3,90,-67.4178984196753,-79.2816098966638,-60.7454545454545,-53.1435657878726,-44.9687628405722,-63.3551222468982,-78.3346247672253
"453",23,4,90,-61.9304892179818,-79.1336200233693,-56.7894498186215,-52.0901043374602,-47.5744990608097,-64.3175905026434,-79.3187003555104
"454",23,5,90,-64.1754209807714,-76.1576149600166,-61.3818181818182,-53.8468178002718,-56.2829945870546,-59.3361242055111,-78.15
"455",23,6,90,-69.4006025773844,-69.1508510936112,-61.0818181818182,-46.3877268911809,-57.2274616145843,-59.7948632299161,-74.6465222617234
"456",23,7,90,-62.6031366959896,-75.7453548911257,-60.7636363636364,-47.3479716170759,-55.4798287855128,-61.7456794531214,-72.9818181818182
"457",23,8,90,-62.0921142456779,-70.919032911793,-56.5818181818182,-45.098041429747,-51.4976184686158,-62.3125807095786,-73.8800793126799
"458",24,3,90,-63.7840689019169,-76.9718851556129,-58.1090909090909,-54.2401741501313,-48.7598608187929,-63.4224878418748,-79.2437156763162
"459",24,4,90,-67.0168794525853,-76.9966225550457,-59.5363636363636,-54.2866428870478,-52.3995935044655,-62.2675905026434,-78.1272727272727
"460",24,5,90,-67.3728868621662,-71.5774899889239,-56.9727272727273,-54.158286155642,-56.8272583668171,-57.7848436437866,-80.1683037921111
"461",24,6,90,-60.9461369175584,-78.0812929806838,-61.043995273167,-45.697971617076,-50.6576968956316,-64.1187586105346,-81.7755338581344
"462",24,7,90,-60.6471026881688,-69.9477815881401,-58.5243541826976,-51.617446877404,-56.8268662317383,-59.6945161862921,-75.4
"463",24,8,90,-60.299636806774,-76.2235783663384,-57.0712680004397,-46.3252443443487,-54.2011764052364,-62.3003422025621,-73.9
"464",25,3,90,-65.1255007754909,-74.6908094365803,-66.1396174563043,-49.448041429747,-44.7233082951177,-64.0758651885291,-79.8556131708143
"465",25,4,90,-67.4476254708338,-76.6449293443202,-66.0349043640761,-56.3060483347048,-48.9233082951176,-62.5403177753707,-78.0780352124598
"466",25,7,90,-63.2128301824649,-77.8531781362967,-58.2545454545455,-53.3253141570197,-55.6217253943468,-61.5646774945084,-77.4454545454546
"467",25,8,90,-66.7915116682935,-75.2518018415511,-58.9454545454545,-51.4775519779569,-54.6061139948607,-63.9329766075855,-74.6727272727273
"468",26,3,90,-66.856299990219,-78.061209666622,-60.4272727272727,-56.6060483347048,-48.7782458847419,-62.9794819660359,-81.0005338581344
"469",26,4,90,-65.6942805799913,-77.4365808980148,-58.8258134549852,-52.487866516523,-53.5381354244461,-63.7117644863734,-83.5947833925851
"470",26,5,90,-64.1719210915558,-79.6358384352292,-58.7181818181818,-50.8844748787817,-53.2673831875685,-63.4434702143582,-81.0653243609277
"471",26,6,90,-63.3683414076208,-73.4715682396329,-59.6181818181818,-53.1059785220338,-54.9946559148413,-66.7002249076668,-77.1590909090909
"472",26,7,90,-66.6617048224156,-72.569349827773,-56.0727272727273,-46.4617476060544,-54.5434651491492,-60.8406696600566,-73.2772727272727
"473",26,8,90,-66.1135345617429,-73.1706174916929,-59.2181818181818,-44.6434261625305,-52.1579001433988,-63.4554692905222,-78.4409090909091
"474",27,3,90,-69.7350346725273,-78.5894331418347,-63.5454545454545,-48.4160836225867,-46.571928642114,-60.9018573540773,-79.240634501439
"475",27,7,90,-68.2325005539221,-76.6322437286238,-56.2818181818182,-43.6026566969635,-52.5723207771928,-65.1555865854175,-77.9588163196208
"476",27,8,90,-65.1825271521619,-73.7502172616512,-51.9,-49.1923421583974,-50.0748911958885,-64.4205035107784,-77.120988403589
"477",28,3,90,-66.0769893287662,-79.9267475261383,-58.0727272727273,-50.9321672451734,-43.0962388156122,-68.8647947894037,-80.0626906212968
"478",28,7,90,-65.402197523619,-74.6858384352293,-65.3272727272727,-40.2138458016495,-51.9563172426279,-62.6567546933086,-79.7237949889961
"479",28,8,90,-63.3587277158649,-73.2060303801166,-54.2545454545455,-44.708286155642,-51.8385275595249,-63.9398534368514,-77.2090909090909
"480",29,3,90,-67.3456407331333,-77.7660720371475,-61.9727272727273,-51.2616777933834,-44.2707378764219,-69.971437028879,-83.2182682410699
"481",29,7,90,-63.6522241218589,-75.3411263525603,-53.2454545454545,-43.6263283484818,-54.6428697663031,-63.7110655580635,-81.6056131708143
"482",29,8,90,-66.233023336587,-73.3781238208839,-53.3530861822579,-44.5026566969635,-53.9505810223904,-61.7490616408376,-78.7727272727273
"483",30,3,90,-72.9365232258026,-79.719032911793,-61.3454545454545,-41.1854890702437,-43.1298287855128,-69.514912084299,-82.8874313526325
"484",30,7,90,-66.2436027989532,-74.9475733029857,-57.6,-40.6924817837395,-45.8988092343079,-62.2784311530401,-72.7255338581344
"485",30,8,90,-67.7066897816848,-75.3566642120766,-54.5727272727273,-43.7434959752015,-45.7940605319952,-62.1469600148459,-76.0073520399526
"486",31,3,90,-68.9375421928926,-79.5170227850874,-66.6727272727273,-46.6639156143206,-40.4410979782207,-71.8010411308721,-82.8237949889961
"487",31,7,90,-66.253739273374,-76.0806591487238,-58.3621770913488,-38.6752443443487,-47.5177753226473,-63.5961437916407,-75.0919768071779
"488",31,8,90,-66.9137959530753,-79.1939785963802,-57.9727272727273,-46.0924119710685,-44.0586844135564,-64.6700391722591,-79.8938376502455
"489",32,3,90,-71.7117846171351,-78.4778069049039,-65.9818181818182,-43.0332512493065,-39.7879321766789,-69.3679423873293,-86.3175106653123
"490",32,4,90,-70.2940723851385,-81.2101502878565,-71.0698087281521,-43.5356286955858,-40.9460355678449,-68.6735338138087,-77.3653139495514
"491",32,5,90,-68.1147883219255,-75.405604833311,-69.3683494558646,-40.4047548925586,-44.4982138514619,-68.2090812269671,-83.8672360758422
"492",32,6,90,-67.910765650045,-74.5697753745786,-64.4454545454546,-43.9151392437957,-51.1851728706715,-64.3270332964202,-80.2084399864567
"493",32,7,90,-61.3248450016268,-75.6151212892075,-56.1545454545455,-37.2366428870478,-49.061646967331,-59.5729521803941,-79.056406297613
"494",32,8,90,-69.9258905669567,-82.7478902189657,-58.6090909090909,-36.3945101666636,-49.7804241683589,-70.0219062084602,-83.872279837481
"495",33,3,90,-66.5365498240424,-80.7917601845203,-70.1121770913488,-54.3242301528867,-47.5989981216195,-70.5481281227371,-84.7211612493652
"496",33,4,90,-65.1213983088909,-83.5585657079565,-59.9061723645158,-53.5379363291941,-43.3335899699007,-73.3205035107784,-85.5478136956154
"497",33,7,90,-64.2754475790112,-69.0057134641366,-54.0090909090909,-37.3332512493065,-48.3920854961455,-64.0381036955456,-79.532885898087
"498",33,8,90,-67.5829701401073,-78.0845707713093,-59.6909090909091,-30.8365730743768,-45.7239036779637,-69.2201516260925,-82.0965222617234
"499",0,0,135,-41.6028860195104,-56.6552210490747,-51.3954545454545,-60.6828974130058,-62.0318676046668,-66.0598781265031,-69.4
"500",0,1,135,-44.4213949268857,-58.8545551233433,-53.6272727272727,-62.4144866545578,-62.4725469517062,-65.4432722462722,-71.3915243183928
"501",0,2,135,-40.8890861112774,-52.8019687708006,-55.7590909090909,-59.4678548779362,-62.765293993573,-62.0877268217893,-72.9272727272727
"502",0,3,135,-42.9734632234125,-56.4273017336663,-54.2545454545455,-57.776160966249,-56.7332460678851,-63.2932722462722,-70.2230348864692
"503",0,4,135,-40.7782539948531,-56.2428875305076,-49.3727272727273,-58.7433290233866,-60.2025271825668,-66.6993632455507,-68.5454545454545
"504",0,7,135,-49.3188359965687,-59.7169079795062,-51.6454545454545,-59.2595487896233,-63.852117117676,-68.5210297619048,-66.4
"505",0,8,135,-45.6119769286014,-54.0195040008468,-57.7909090909091,-60.5289078389722,-64.7393503066698,-63.1310902477152,-66.2957621591964
"506",0,9,135,-45.8914814969976,-52.5182011557776,-53.5272727272727,-58.6803140104054,-66.7479380952972,-65.8584541546416,-62.1909090909091
"507",0,10,135,-43.8960269515431,-54.4883324071643,-57.7799901754946,-62.0556246857331,-64.856985371664,-63.6614540644541,-70.6545454545455
"508",0,11,135,-49.1961904961398,-55.3441710379811,-50.1636363636364,-63.2629170130017,-68.3529430375821,-66.5038175204425,-69.3727272727273
"509",0,12,135,-44.3004088614918,-50.8805346743447,-52.5272727272727,-61.2121321922236,-66.4311347403336,-67.6988176707552,-68.5727272727273
"510",0,13,135,-45.7146176312167,-52.5168983107083,-54.9181818181818,-62.1452475653932,-69.3159832251821,-70.1841813371813,-73.6636363636364
"511",1,0,135,-34.9209860653939,-57.2058676372104,-53.4090909090909,-63.0575867376782,-64.4968824315214,-63.1796358826359,-65.8318181818182
"512",1,1,135,-38.8371813593473,-56.1688574127111,-53.3272727272727,-65.4688686389804,-64.2068923160912,-62.2245448532949,-67.3409090909091
"513",1,2,135,-38.3390861112774,-58.4922312735741,-57.6545454545455,-60.7917593818305,-61.6871022908214,-62.1089085497835,-63.5187970456656
"514",1,3,135,-40.3350312905221,-57.3526153589363,-54.7727272727273,-56.5969261870312,-54.0675420094214,-61.4219385521885,-71.5003076137419
"515",1,4,135,-46.1572679294592,-54.8707971771181,-52.3,-59.8939503740418,-59.1411882576275,-63.8432114598365,-68.7539989786444
"516",1,5,135,-43.5734632234125,-55.0441903755768,-53.0545454545455,-61.6057881558559,-60.8589105880699,-62.920544973545,-67.4093985228328
"517",1,6,135,-49.0507359506853,-54.4519687708006,-49.3272727272727,-58.5556246857331,-63.9150642497033,-62.9108477032227,-66.4636363636364
"518",1,7,135,-47.8050360883356,-52.365605134437,-51.8818181818182,-53.7844670545619,-61.4246146465336,-62.5013631854257,-64.8
"519",1,8,135,-47.5307936640932,-52.1045647921412,-54.0545454545455,-53.6117397818346,-62.5255336220124,-64.685544522607,-66.3230348864691
"520",1,9,135,-48.5143723143216,-48.9344238719566,-55.9545454545455,-60.7817201818387,-65.5164427129215,-67.9695146103896,-63.5636363636364
"521",1,10,135,-45.8142087697249,-54.5480699043909,-59.0909090909091,-61.2560170961221,-67.1096245311033,-66.6148779761905,-66.3
"522",1,11,135,-46.3670755281585,-53.7331306956853,-56.4090909090909,-59.9784064485013,-66.2516576299366,-68.7442722162097,-71.5957621591964
"523",1,12,135,-50.2704329203822,-51.5565045565482,-56.3545454545455,-65.4886200987183,-64.8650642497033,-66.2280903379028,-67.0272727272727
"524",1,13,135,-42.511895156303,-47.8207971771181,-56.6818181818182,-65.6706672208027,-66.820025559264,-67.5779991582492,-71.9909090909091
"525",2,0,135,-37.2351130628204,-58.620806845916,-53.9636363636364,-63.2591563792343,-64.5209634560426,-64.5877268217893,-75.4363636363636
"526",2,1,135,-39.0095815428811,-58.3195136696447,-54.9,-58.4984958285873,-63.4132262987456,-64.8089693362193,-68.2363636363636
"527",2,2,135,-45.2311207532867,-51.9454835518482,-53.9272727272727,-61.0091563792343,-62.6076251804244,-64.8316358225108,-62.9
"528",2,3,135,-40.9234632234125,-56.4500193375957,-57.3909090909091,-59.6350229350737,-57.9686907287699,-60.8755448232323,-66.4866712501055
"529",2,4,135,-44.2122222454964,-56.1837869526188,-58.943626539131,-59.6773381974161,-62.419379960379,-62.1144539742665,-65.9272727272727
"530",2,5,135,-48.2689995411654,-60.5195040008468,-52.0890810845855,-59.3688686389804,-64.3484906386094,-62.7745448532949,-69.3363636363636
