"","time","posX","posY","orientation","00:14:bf:b1:97:8a","00:0f:a3:39:e1:c0","00:14:bf:3b:c7:c6","00:14:bf:b1:97:81","00:14:bf:b1:97:8d","00:14:bf:b1:97:90","00:0f:a3:39:dd:cd","nas","posXY","angle"
"583","1139694065466",7.48,7.36,340.1,-50,-41,-60,-62,-69,-63,-63,0,"7.48-7.36",0
"584","1139694066474",7.48,7.36,340.1,-50,-45,-61,-63,-58,-67,-61,0,"7.48-7.36",0
"585","1139694066979",7.48,7.36,340.1,-52,-43,-59,-61,-62,-67,-67,0,"7.48-7.36",0
"586","1139694067486",7.48,7.36,340.1,-52,-45,-60,-59,-67,-67,-64,0,"7.48-7.36",0
"587","1139694068243",7.48,7.36,340.1,-59,-46,-61,-63,-67,-63,-67,0,"7.48-7.36",0
"588","1139694068495",7.48,7.36,340.1,-50,-46,-60,-62,-58,-62,-66,0,"7.48-7.36",0
"589","1139694068999",7.48,7.36,340.1,-50,-46,-59,-60,-57,-68,-67,0,"7.48-7.36",0
"590","1139694070259",7.48,7.36,340.1,-51,-45,-59,-64,-57,-61,-62,0,"7.48-7.36",0
"591","1139694071015",7.48,7.36,340.1,-50,-45,-60,-58,-56,-67,-66,0,"7.48-7.36",0
"592","1139694071267",7.48,7.36,340.1,-50,-46,-61,-60,-63,-65,-69,0,"7.48-7.36",0
"593","1139694071519",7.48,7.36,340.1,-58,-45,-58,-61,-67,-63,-67,0,"7.48-7.36",0
"594","1139694071771",7.48,7.36,340.1,-51,-46,-57,-64,-67,-63,-68,0,"7.48-7.36",0
"595","1139694072275",7.48,7.36,340.1,-58,-41,-60,-64,-69,-68,-56,0,"7.48-7.36",0
"596","1139694073787",7.48,7.36,340.1,-50,-45,-60,-63,-70,-67,-64,0,"7.48-7.36",0
"597","1139694074039",7.48,7.36,340.1,-50.5,-45,-59,-64,-68,-58,-57,0,"7.48-7.36",0
"598","1139694074795",7.48,7.36,340.1,-59,-46,-59,-62,-57,-66,-69,0,"7.48-7.36",0
"599","1139694076055",7.48,7.36,340.1,-54,-40,-60,-62,-56,-66,-63,0,"7.48-7.36",0
"600","1139694076307",7.48,7.36,340.1,-50,-45,-59,-65,-57,-61,-64,0,"7.48-7.36",0
"601","1139694076559",7.48,7.36,340.1,-58,-46,-60,-59,-69,-67,-56,0,"7.48-7.36",0
"602","1139694078323",7.48,7.36,340.1,-50,-41,-60,-61,-53,-61,-69,0,"7.48-7.36",0
"603","1139694078575",7.48,7.36,340.1,-50,-46,-60,-58,-54,-67,-63,0,"7.48-7.36",0
"604","1139694078827",7.48,7.36,340.1,-51.5,-46,-60,-64,-56,-61,-69,0,"7.48-7.36",0
"605","1139694079331",7.48,7.36,340.1,-52,-41,-60,-60,-52,-61,-64,0,"7.48-7.36",0
"606","1139694080340",7.48,7.36,340.1,-56,-45,-58,-59,-55,-60,-66,0,"7.48-7.36",0
"607","1139694080843",7.48,7.36,340.1,-57,-45,-60,-60,-54,-60,-67,0,"7.48-7.36",0
"608","1139694081851",7.48,7.36,340.1,-51,-40,-61,-64,-54,-63,-67,0,"7.48-7.36",0
"609","1139694082355",7.48,7.36,340.1,-57,-46,-60,-58,-68,-60,-65,0,"7.48-7.36",0
"610","1139694082607",7.48,7.36,340.1,-52,-46,-60,-59,-55,-63,-55,0,"7.48-7.36",0
"611","1139694359921",9.86,3.88,191.1,-53,-55,-44,-55,-61,-65,-73,0,"9.86-3.88",180
"612","1139694360425",9.86,3.88,191.1,-53,-54,-46,-53,-54.5,-63,-72,0,"9.86-3.88",180
"613","1139694363197",9.86,3.88,191.1,-56,-58,-43,-53,-54,-72,-66,0,"9.86-3.88",180
"614","1139694365465",9.86,3.88,191.1,-55,-58,-44,-51,-57,-65,-65,0,"9.86-3.88",180
"615","1139694365717",9.86,3.88,191.1,-57,-54,-44,-55.5,-56,-65,-64,0,"9.86-3.88",180
"616","1139694366221",9.86,3.88,191.1,-56,-53,-43,-52.5,-56,-64,-66,0,"9.86-3.88",180
"617","1139694366725",9.86,3.88,191.1,-56,-53,-45,-58,-54,-65,-65,0,"9.86-3.88",180
"618","1139694366977",9.86,3.88,191.1,-56,-53,-44,-52,-55,-65,-66,0,"9.86-3.88",180
"619","1139694367481",9.86,3.88,191.1,-55.5,-53,-44,-48,-56,-65,-65,0,"9.86-3.88",180
"620","1139694369245",9.86,3.88,191.1,-55,-54,-44,-52,-55,-63,-66,0,"9.86-3.88",180
"621","1139694369497",9.86,3.88,191.1,-56,-53,-44,-52,-55,-64,-66,0,"9.86-3.88",180
"622","1139694370505",9.86,3.88,191.1,-56,-53,-45,-47,-58,-64,-66,0,"9.86-3.88",180
"623","1139694370757",9.86,3.88,191.1,-55,-53,-46,-47,-52,-65,-62,0,"9.86-3.88",180
"624","1139694371766",9.86,3.88,191.1,-55,-56,-45,-52,-58,-65,-65,0,"9.86-3.88",180
"625","1139694373782",9.86,3.88,191.1,-56,-57,-43,-53,-56,-65,-67,0,"9.86-3.88",180
"626","1139694374286",9.86,3.88,191.1,-55,-53,-43,-51,-56,-65,-66,0,"9.86-3.88",180
"627","1139694375294",9.86,3.88,191.1,-55,-54,-46,-53,-57,-65,-67,0,"9.86-3.88",180
"628","1139694376554",9.86,3.88,191.1,-56,-53,-43,-58,-58,-65,-65,0,"9.86-3.88",180
"629","1139694377310",9.86,3.88,191.1,-56,-58,-44,-52,-57,-64,-66,0,"9.86-3.88",180
"630","1139694377562",9.86,3.88,191.1,-56,-58,-43,-52,-56,-65,-65,0,"9.86-3.88",180
"631","1139694377814",9.86,3.88,191.1,-55,-58,-43,-52,-57,-64,-67,0,"9.86-3.88",180
"632","1139694379074",9.86,3.88,191.1,-57,-56,-44,-49,-58,-64,-66,0,"9.86-3.88",180
"633","1139694379578",9.86,3.88,191.1,-56,-53,-44,-52,-56,-63,-66,0,"9.86-3.88",180
"634","1139694379830",9.86,3.88,191.1,-57,-57,-43,-53,-56,-65,-66,0,"9.86-3.88",180
"635","1139694381090",9.86,3.88,191.1,-57,-53,-44,-53,-58,-66,-66,0,"9.86-3.88",180
"636","1139694381342",9.86,3.88,191.1,-57,-58,-45,-52,-56,-64,-66,0,"9.86-3.88",180
"637","1139694381594",9.86,3.88,191.1,-55,-53,-43,-52,-57,-64,-65,0,"9.86-3.88",180
"638","1139694382350",9.86,3.88,191.1,-55,-56,-43,-52,-57,-65,-67,0,"9.86-3.88",180
"639","1139694384114",9.86,3.88,191.1,-56.5,-52,-44,-52,-57,-64,-65,0,"9.86-3.88",180
"640","1139694385122",9.86,3.88,191.1,-57,-53,-43,-53,-50,-65,-66,0,"9.86-3.88",180
"641","1139694385626",9.86,3.88,191.1,-55,-58,-43,-60,-57,-69.5,-65,0,"9.86-3.88",180
"642","1139694386130",9.86,3.88,191.1,-56,-58,-44,-58,-57,-65,-65,0,"9.86-3.88",180
"643","1139694386382",9.86,3.88,191.1,-55.5,-56,-44,-48,-57,-65,-67,0,"9.86-3.88",180
"644","1139694386887",9.86,3.88,191.1,-59,-54,-44,-53,-56,-65,-65,0,"9.86-3.88",180
"645","1139694387139",9.86,3.88,191.1,-56.6666666666667,-56,-43,-52,-57,-64,-64,0,"9.86-3.88",180
"646","1139694420129",10.62,3.87,55.2,-59,-50,-49,-43,-54,-67,-71,0,"10.62-3.87",45
"647","1139694420885",10.62,3.87,55.2,-57,-49,-47,-55,-62,-69,-66,0,"10.62-3.87",45
"648","1139694421641",10.62,3.87,55.2,-61,-44,-46,-43,-64,-69,-69,0,"10.62-3.87",45
"649","1139694421893",10.62,3.87,55.2,-60,-44,-48,-43,-64,-67,-62,0,"10.62-3.87",45
"650","1139694422397",10.62,3.87,55.2,-62,-42,-49,-45,-65,-76,-62,0,"10.62-3.87",45
"651","1139694423405",10.62,3.87,55.2,-64.5,-49,-48,-44,-64,-68,-64,0,"10.62-3.87",45
"652","1139694425169",10.62,3.87,55.2,-58,-50,-43,-45,-63,-68,-70,0,"10.62-3.87",45
"653","1139694425673",10.62,3.87,55.2,-58,-49,-45,-54,-65,-69,-70,0,"10.62-3.87",45
"654","1139694425925",10.62,3.87,55.2,-61,-50,-46,-45,-65,-62,-51,0,"10.62-3.87",45
"655","1139694426681",10.62,3.87,55.2,-57.5,-50,-45,-44,-53,-69,-70,0,"10.62-3.87",45
"656","1139694426933",10.62,3.87,55.2,-57.5,-50,-46,-50,-65,-68,-71,0,"10.62-3.87",45
"657","1139694427185",10.62,3.87,55.2,-57.5,-49,-43,-43,-66,-69,-65,0,"10.62-3.87",45
"658","1139694427689",10.62,3.87,55.2,-55,-49,-46,-43,-69,-69,-64,0,"10.62-3.87",45
"659","1139694428193",10.62,3.87,55.2,-58,-45,-46,-45,-66,-69,-70,0,"10.62-3.87",45
"660","1139694428445",10.62,3.87,55.2,-58,-45,-44,-44,-65,-63,-64,0,"10.62-3.87",45
"661","1139694429705",10.62,3.87,55.2,-56,-44,-45,-45,-69,-70,-69,0,"10.62-3.87",45
"662","1139694430209",10.62,3.87,55.2,-65,-45,-48,-50,-53,-74,-70,0,"10.62-3.87",45
"663","1139694430461",10.62,3.87,55.2,-64,-44,-49,-45,-52,-68,-62,0,"10.62-3.87",45
"664","1139694430713",10.62,3.87,55.2,-60.5,-44,-46,-44,-53,-62,-63,0,"10.62-3.87",45
"665","1139694431473",10.62,3.87,55.2,-58,-46,-45,-44,-63,-69,-64,0,"10.62-3.87",45
"666","1139694431725",10.62,3.87,55.2,-62,-46,-45.5,-46,-61,-69,-66,0,"10.62-3.87",45
"667","1139694432481",10.62,3.87,55.2,-58,-49,-43,-44,-53,-68,-67,0,"10.62-3.87",45
"668","1139694434497",10.62,3.87,55.2,-62,-45,-47,-43,-69,-72,-64,0,"10.62-3.87",45
"669","1139694435001",10.62,3.87,55.2,-58,-46,-45,-43,-69,-69,-69,0,"10.62-3.87",45
"670","1139694435758",10.62,3.87,55.2,-56.5,-50,-46,-44,-52,-68,-66,0,"10.62-3.87",45
"671","1139694436766",10.62,3.87,55.2,-58,-49,-44,-43,-67,-68,-70,0,"10.62-3.87",45
"672","1139694437774",10.62,3.87,55.2,-57.5,-49,-46,-45,-67,-68,-64,0,"10.62-3.87",45
"673","1139694438026",10.62,3.87,55.2,-62,-49,-44,-43,-55,-69,-65,0,"10.62-3.87",45
"674","1139694438530",10.62,3.87,55.2,-58,-50,-46,-44,-55,-69,-69,0,"10.62-3.87",45
"675","1139694439286",10.62,3.87,55.2,-60,-50,-44,-45,-53,-71,-64,0,"10.62-3.87",45
"676","1139694439790",10.62,3.87,55.2,-57,-50,-45,-49,-68,-69,-71,0,"10.62-3.87",45
"677","1139694441302",10.62,3.87,55.2,-58,-50,-45,-43,-69,-73,-71,0,"10.62-3.87",45
"678","1139694442058",10.62,3.87,55.2,-59,-49,-48,-49,-52,-69,-64,0,"10.62-3.87",45
"679","1139694443066",10.62,3.87,55.2,-56,-49,-46.5,-45,-57,-68,-65,0,"10.62-3.87",45
"680","1139694443318",10.62,3.87,55.2,-61,-51,-45,-49,-56,-68,-65,0,"10.62-3.87",45
"681","1139694444074",10.62,3.87,55.2,-61,-50,-45,-44,-67,-68,-65,0,"10.62-3.87",45
"682","1139694445838",10.62,3.87,55.2,-59,-46,-46,-44,-55,-69,-66,0,"10.62-3.87",45
"683","1139694446342",10.62,3.87,55.2,-59.5,-49,-45,-44,-68,-69,-70,0,"10.62-3.87",45
"684","1139694446594",10.62,3.87,55.2,-60.5,-50,-45,-44,-52,-69,-64,0,"10.62-3.87",45
"685","1139694488609",11.39,5,89.4,-61,-53,-50,-60,-62,-72,-64,0,"11.39-5.0",90
"686","1139694489365",11.39,5,89.4,-57,-57,-49,-58,-61,-73,-67,0,"11.39-5.0",90
"687","1139694489869",11.39,5,89.4,-57,-56,-49,-58,-55,-73,-65,0,"11.39-5.0",90
"688","1139694491381",11.39,5,89.4,-56.5,-51,-50,-59,-59,-72,-62,0,"11.39-5.0",90
"689","1139694492641",11.39,5,89.4,-55,-52,-48,-58,-58,-74,-64,0,"11.39-5.0",90
"690","1139694493901",11.39,5,89.4,-65,-51,-49,-58,-57,-75,-64,0,"11.39-5.0",90
"691","1139694495161",11.39,5,89.4,-54,-57,-48,-59,-57,-74,-64,0,"11.39-5.0",90
"692","1139694495917",11.39,5,89.4,-56,-55,-48,-60,-61,-73,-64,0,"11.39-5.0",90
"693","1139694496421",11.39,5,89.4,-56,-55,-48,-59,-59,-81,-64,0,"11.39-5.0",90
"694","1139694497433",11.39,5,89.4,-56,-51,-50,-59,-61,-71,-66,0,"11.39-5.0",90
"695","1139694498945",11.39,5,89.4,-55,-53,-49,-62,-56,-73,-62,0,"11.39-5.0",90
"696","1139694499449",11.39,5,89.4,-62,-53,-51,-57,-59,-73,-67,0,"11.39-5.0",90
"697","1139694499701",11.39,5,89.4,-63,-54,-47,-62,-57,-72,-64,0,"11.39-5.0",90
"698","1139694499954",11.39,5,89.4,-62,-54,-50,-61,-59,-73,-65,0,"11.39-5.0",90
"699","1139694500206",11.39,5,89.4,-64,-53,-52,-61,-59,-72,-64,0,"11.39-5.0",90
"700","1139694500962",11.39,5,89.4,-56,-58,-49,-61,-59,-73,-65,0,"11.39-5.0",90
"701","1139694501718",11.39,5,89.4,-56,-54,-47,-58,-59,-73,-64,0,"11.39-5.0",90
"702","1139694502978",11.39,5,89.4,-55,-53,-49,-61,-59,-73,-65,0,"11.39-5.0",90
"703","1139694503230",11.39,5,89.4,-54,-53,-48,-59,-60,-73,-63,0,"11.39-5.0",90
"704","1139694503734",11.39,5,89.4,-56,-53,-50,-56,-60,-73,-65,0,"11.39-5.0",90
"705","1139694504490",11.39,5,89.4,-56,-52,-49,-61,-55,-74,-62,0,"11.39-5.0",90
"706","1139694505750",11.39,5,89.4,-63,-58,-49,-59,-58,-73,-65,0,"11.39-5.0",90
"707","1139694506254",11.39,5,89.4,-65,-57,-48,-59,-59,-80,-63,0,"11.39-5.0",90
"708","1139694507010",11.39,5,89.4,-64,-51,-46,-61,-57,-72,-67,0,"11.39-5.0",90
"709","1139694507766",11.39,5,89.4,-64,-57,-50,-58,-59,-72,-65,0,"11.39-5.0",90
"710","1139694508018",11.39,5,89.4,-63,-51,-47,-61,-61,-73,-66,0,"11.39-5.0",90
"711","1139694509026",11.39,5,89.4,-53,-57,-48,-59,-57,-80,-63,0,"11.39-5.0",90
"712","1139694509278",11.39,5,89.4,-64,-57,-49,-59,-58,-72,-64,0,"11.39-5.0",90
"713","1139694510290",11.39,5,89.4,-57,-51,-48,-60,-60,-73,-65,0,"11.39-5.0",90
"714","1139694510794",11.39,5,89.4,-64,-55,-48,-60,-59,-73,-63,0,"11.39-5.0",90
"715","1139694512306",11.39,5,89.4,-64,-57,-49,-59,-59,-72,-63,0,"11.39-5.0",90
"716","1139694512558",11.39,5,89.4,-57,-56,-49,-62,-60,-73,-62,0,"11.39-5.0",90
"717","1139694512810",11.39,5,89.4,-65,-55,-47,-61,-55,-73,-65,0,"11.39-5.0",90
"718","1139694513818",11.39,5,89.4,-56,-55,-50,-61,-57,-73,-65,0,"11.39-5.0",90
"719","1139694515078",11.39,5,89.4,-55,-51,-50,-61,-59,-74,-63,0,"11.39-5.0",90
"720","1139694737592",10.23,6.88,221.6,-55,-46,-57,-61,-47,-71,-54,0,"10.23-6.88",225
"721","1139694738096",10.23,6.88,221.6,-56,-45,-56,-61,-44,-70,-62,0,"10.23-6.88",225
"722","1139694738600",10.23,6.88,221.6,-57,-43,-62,-61,-45,-70,-57,0,"10.23-6.88",225
"723","1139694739609",10.23,6.88,221.6,-58,-40,-58,-57,-57,-69.5,-74,0,"10.23-6.88",225
"724","1139694739861",10.23,6.88,221.6,-60,-40,-53,-58,-52,-69,-58,0,"10.23-6.88",225
"725","1139694740113",10.23,6.88,221.6,-60,-40,-64,-60,-69,-68,-58,0,"10.23-6.88",225
"726","1139694740621",10.23,6.88,221.6,-60,-39,-59,-59,-51,-69,-57,0,"10.23-6.88",225
"727","1139694741125",10.23,6.88,221.6,-58,-54,-60,-58,-52,-66,-55,0,"10.23-6.88",225
"728","1139694741377",10.23,6.88,221.6,-63,-39,-62,-59,-52,-67,-55,0,"10.23-6.88",225
"729","1139694741881",10.23,6.88,221.6,-61,-39,-59,-58,-51,-67,-56,0,"10.23-6.88",225
"730","1139694743649",10.23,6.88,221.6,-62,-53,-60,-58,-52,-68,-59,0,"10.23-6.88",225
"731","1139694744405",10.23,6.88,221.6,-56,-52,-59,-58,-51,-62,-56,0,"10.23-6.88",225
"732","1139694744657",10.23,6.88,221.6,-59,-39,-58,-58,-53,-62,-58,0,"10.23-6.88",225
"733","1139694745665",10.23,6.88,221.6,-56.5,-38,-61,-58,-50,-70,-58,0,"10.23-6.88",225
"734","1139694747429",10.23,6.88,221.6,-56,-43,-61,-61,-49,-70,-60,0,"10.23-6.88",225
"735","1139694748185",10.23,6.88,221.6,-56,-40,-61,-59,-44,-69,-59,0,"10.23-6.88",225
"736","1139694748437",10.23,6.88,221.6,-54,-52,-59,-59,-45,-68,-56,0,"10.23-6.88",225
"737","1139694748689",10.23,6.88,221.6,-54.5,-52,-62,-58,-49.5,-68,-56,0,"10.23-6.88",225
"738","1139694748941",10.23,6.88,221.6,-54,-39,-57,-57,-49,-70,-56,0,"10.23-6.88",225
"739","1139694749949",10.23,6.88,221.6,-54,-53,-62,-59,-49,-69,-58,0,"10.23-6.88",225
"740","1139694750453",10.23,6.88,221.6,-53,-40,-63,-59,-49,-70,-58,0,"10.23-6.88",225
"741","1139694751713",10.23,6.88,221.6,-56,-40,-61,-59,-49,-70,-59,0,"10.23-6.88",225
"742","1139694752721",10.23,6.88,221.6,-59,-54,-57,-58,-51,-69,-58,0,"10.23-6.88",225
"743","1139694752973",10.23,6.88,221.6,-57,-40,-59,-60,-51,-69,-58,0,"10.23-6.88",225
"744","1139694753226",10.23,6.88,221.6,-59,-38,-58,-60,-50,-69,-57,0,"10.23-6.88",225
"745","1139694753481",10.23,6.88,221.6,-60,-40,-57,-59,-50,-70,-57,0,"10.23-6.88",225
"746","1139694754993",10.23,6.88,221.6,-60,-54,-57,-59,-51,-69,-57,0,"10.23-6.88",225
"747","1139694755245",10.23,6.88,221.6,-61,-53,-59,-59,-52,-67,-57,0,"10.23-6.88",225
"748","1139694755750",10.23,6.88,221.6,-59.5,-40,-54,-62,-51,-69,-59,0,"10.23-6.88",225
"749","1139694756254",10.23,6.88,221.6,-57,-55,-59,-60,-52,-69,-55,0,"10.23-6.88",225
"750","1139694756758",10.23,6.88,221.6,-61,-38,-57,-59,-52,-68,-58,0,"10.23-6.88",225
"751","1139694757010",10.23,6.88,221.6,-61,-55,-57,-60,-44,-68,-58,0,"10.23-6.88",225
"752","1139694757766",10.23,6.88,221.6,-61,-39,-58,-61,-50,-62,-58,0,"10.23-6.88",225
"753","1139694758774",10.23,6.88,221.6,-59,-54,-60,-60,-52,-68,-58,0,"10.23-6.88",225
"754","1139694759530",10.23,6.88,221.6,-60,-39,-58,-58,-51,-64,-56,0,"10.23-6.88",225
"755","1139694762050",10.23,6.88,221.6,-60,-40,-53,-59,-52,-69,-56,0,"10.23-6.88",225
"756","1139694762806",10.23,6.88,221.6,-61,-54,-58,-59,-52,-63,-58,0,"10.23-6.88",225
"757","1139694764318",10.23,6.88,221.6,-59,-40,-58,-59,-53,-68,-58,0,"10.23-6.88",225
"758","1139694764822",10.23,6.88,221.6,-60,-53,-59,-61,-53,-63,-57,0,"10.23-6.88",225
"759","1139694765074",10.23,6.88,221.6,-57,-40,-53,-59,-52,-62,-57,0,"10.23-6.88",225
"760","1139694802628",10.99,7.19,289.5,-57,-41,-48,-66,-54,-66,-66,0,"10.99-7.19",270
"761","1139694803132",10.99,7.19,289.5,-58,-43,-47,-56,-57,-64,-56,0,"10.99-7.19",270
"762","1139694803385",10.99,7.19,289.5,-58,-43,-49,-54,-57,-68,-57,0,"10.99-7.19",270
"763","1139694803888",10.99,7.19,289.5,-58,-42,-52,-56,-56,-68,-65,0,"10.99-7.19",270
"764","1139694805149",10.99,7.19,289.5,-57,-43,-51,-62,-59,-67,-65,0,"10.99-7.19",270
"765","1139694805401",10.99,7.19,289.5,-56,-43,-50,-71,-52,-68,-65,0,"10.99-7.19",270
"766","1139694806661",10.99,7.19,289.5,-57,-48,-49,-54,-53,-65,-62,0,"10.99-7.19",270
"767","1139694807417",10.99,7.19,289.5,-55.6666666666667,-43,-54,-57,-53,-67,-55,0,"10.99-7.19",270
"768","1139694808173",10.99,7.19,289.5,-61,-43,-49,-55,-58,-69,-64,0,"10.99-7.19",270
"769","1139694809181",10.99,7.19,289.5,-58,-47,-51,-56,-50,-65,-56,0,"10.99-7.19",270
"770","1139694809433",10.99,7.19,289.5,-58,-46,-49,-55,-55,-67,-66,0,"10.99-7.19",270
"771","1139694809685",10.99,7.19,289.5,-58,-46,-48,-56,-55,-62,-56,0,"10.99-7.19",270
"772","1139694809937",10.99,7.19,289.5,-57.5,-47,-49,-56,-57,-67,-58,0,"10.99-7.19",270
"773","1139694810189",10.99,7.19,289.5,-58,-41,-48,-55,-52,-58,-56,0,"10.99-7.19",270
"774","1139694810693",10.99,7.19,289.5,-58,-41,-49,-67,-55,-65,-57,0,"10.99-7.19",270
"775","1139694811197",10.99,7.19,289.5,-54,-42,-55,-57,-57,-64,-67,0,"10.99-7.19",270
"776","1139694811449",10.99,7.19,289.5,-55,-43,-56,-54,-56,-58,-58,0,"10.99-7.19",270
"777","1139694811953",10.99,7.19,289.5,-56,-42,-54,-63,-51,-64,-55,0,"10.99-7.19",270
"778","1139694812205",10.99,7.19,289.5,-56,-45,-49,-66,-56,-65,-56,0,"10.99-7.19",270
"779","1139694812709",10.99,7.19,289.5,-58,-46,-54,-54,-51,-66,-56,0,"10.99-7.19",270
"780","1139694813213",10.99,7.19,289.5,-57,-43,-54,-53,-52,-60,-57,0,"10.99-7.19",270
"781","1139694813465",10.99,7.19,289.5,-57,-43,-47,-55,-58,-66,-56,0,"10.99-7.19",270
"782","1139694813717",10.99,7.19,289.5,-55,-49,-47,-55,-58,-66,-55,0,"10.99-7.19",270
"783","1139694815733",10.99,7.19,289.5,-57,-49,-48,-53,-59,-67,-66,0,"10.99-7.19",270
"784","1139694815985",10.99,7.19,289.5,-56,-50,-48,-54,-53,-64.5,-67,0,"10.99-7.19",270
"785","1139694816237",10.99,7.19,289.5,-55,-43,-48,-54,-59,-67,-54,0,"10.99-7.19",270
"786","1139694816741",10.99,7.19,289.5,-56,-49,-54,-54,-59,-67,-55,0,"10.99-7.19",270
"787","1139694816993",10.99,7.19,289.5,-57,-43,-49,-54,-58,-67,-55,0,"10.99-7.19",270
"788","1139694818001",10.99,7.19,289.5,-55,-42,-48,-54,-54,-68,-57,0,"10.99-7.19",270
"789","1139694819009",10.99,7.19,289.5,-57,-42,-48,-55,-58,-68,-68,0,"10.99-7.19",270
"790","1139694819261",10.99,7.19,289.5,-55,-42,-47,-55,-59,-67,-67,0,"10.99-7.19",270
"791","1139694819766",10.99,7.19,289.5,-55,-42,-48,-55,-53,-67,-55,0,"10.99-7.19",270
"792","1139694820018",10.99,7.19,289.5,-55,-42,-47,-56,-58,-67,-54,0,"10.99-7.19",270
"793","1139694820270",10.99,7.19,289.5,-52,-48,-51,-58,-59,-67,-68,0,"10.99-7.19",270
"794","1139694820774",10.99,7.19,289.5,-57,-48,-51,-54,-51,-67,-67,0,"10.99-7.19",270
"795","1139694821026",10.99,7.19,289.5,-55,-43,-48,-56,-59,-68,-57,0,"10.99-7.19",270
"796","1139694821782",10.99,7.19,289.5,-56,-47,-47,-55,-59,-67,-66,0,"10.99-7.19",270
"797","1139694822286",10.99,7.19,289.5,-57.3333333333333,-47,-47,-57,-53,-68,-56,0,"10.99-7.19",270
"798","1139694823294",10.99,7.19,289.5,-55,-42,-52,-58,-52,-62,-66,0,"10.99-7.19",270
"799","1139694825310",10.99,7.19,289.5,-55,-48,-45,-59,-52,-67,-64,0,"10.99-7.19",270
"800","1139694827830",10.99,7.19,289.5,-55,-43,-53,-55,-57,-71,-67,0,"10.99-7.19",270
"801","1139694828586",10.99,7.19,289.5,-57,-44,-53,-56,-59,-67,-67,0,"10.99-7.19",270
"802","1139694829342",10.99,7.19,289.5,-55,-48,-48,-57,-51,-67,-56,0,"10.99-7.19",270
"803","1139694829594",10.99,7.19,289.5,-55,-47,-53,-57,-58,-68,-54,0,"10.99-7.19",270
"804","1139694872565",11.76,7.76,175.3,-62,-50,-55,-64,-55,-72,-61,0,"11.76-7.76",180
"805","1139694873069",11.76,7.76,175.3,-58,-50,-54,-57,-54,-62,-62,0,"11.76-7.76",180
"806","1139694873573",11.76,7.76,175.3,-56,-48,-54,-56,-54,-68,-63,0,"11.76-7.76",180
"807","1139694874077",11.76,7.76,175.3,-57,-49,-51,-57,-52,-71,-71,0,"11.76-7.76",180
"808","1139694874833",11.76,7.76,175.3,-57,-48,-53,-59,-56,-70,-67,0,"11.76-7.76",180
"809","1139694875085",11.76,7.76,175.3,-54,-49,-55,-59,-56,-71,-69,0,"11.76-7.76",180
"810","1139694875589",11.76,7.76,175.3,-59,-49,-55,-59,-54,-62,-67,0,"11.76-7.76",180
"811","1139694876093",11.76,7.76,175.3,-55,-49,-53,-59,-56,-68,-67,0,"11.76-7.76",180
"812","1139694876345",11.76,7.76,175.3,-56,-49,-55,-60,-53,-69,-66,0,"11.76-7.76",180
"813","1139694876597",11.76,7.76,175.3,-57,-48,-57,-60,-55,-69,-69,0,"11.76-7.76",180
"814","1139694876849",11.76,7.76,175.3,-56,-48,-53,-55,-57,-67,-66,0,"11.76-7.76",180
"815","1139694878109",11.76,7.76,175.3,-59,-49,-55,-56,-54,-69,-64,0,"11.76-7.76",180
"816","1139694878613",11.76,7.76,175.3,-60,-48,-53,-59,-56,-64,-65,0,"11.76-7.76",180
"817","1139694878865",11.76,7.76,175.3,-57,-49,-52,-60,-52,-64,-63,0,"11.76-7.76",180
"818","1139694879369",11.76,7.76,175.3,-55.6666666666667,-49,-54,-60,-56,-70,-68,0,"11.76-7.76",180
"819","1139694880125",11.76,7.76,175.3,-57,-48,-55,-61,-56,-69,-64,0,"11.76-7.76",180
"820","1139694881133",11.76,7.76,175.3,-58,-49,-56,-61,-52,-68,-67,0,"11.76-7.76",180
"821","1139694881385",11.76,7.76,175.3,-57.5,-50,-52,-60,-51,-69,-67,0,"11.76-7.76",180
"822","1139694881637",11.76,7.76,175.3,-60,-50,-54,-61,-55,-70,-70,0,"11.76-7.76",180
"823","1139694882393",11.76,7.76,175.3,-59,-48,-53,-60,-55,-69,-68,0,"11.76-7.76",180
"824","1139694882645",11.76,7.76,175.3,-59,-48,-56,-58,-56,-70,-66,0,"11.76-7.76",180
"825","1139694882897",11.76,7.76,175.3,-58,-49,-54,-61,-55,-70,-69,0,"11.76-7.76",180
"826","1139694883906",11.76,7.76,175.3,-56,-49,-55,-61,-52,-70,-68,0,"11.76-7.76",180
"827","1139694884158",11.76,7.76,175.3,-55,-49,-55,-60,-56,-69,-67,0,"11.76-7.76",180
"828","1139694884662",11.76,7.76,175.3,-57,-49,-55,-59,-55,-69,-70,0,"11.76-7.76",180
"829","1139694885166",11.76,7.76,175.3,-58,-49,-54,-60,-55,-66,-68,0,"11.76-7.76",180
"830","1139694886426",11.76,7.76,175.3,-58,-48,-56,-56,-57,-62,-62,0,"11.76-7.76",180
"831","1139694886678",11.76,7.76,175.3,-56,-47,-55,-58,-55,-63,-64,0,"11.76-7.76",180
"832","1139694887182",11.76,7.76,175.3,-57,-49,-57,-60,-50,-69,-63,0,"11.76-7.76",180
"833","1139694887686",11.76,7.76,175.3,-57,-49,-57,-60,-55,-68,-62,0,"11.76-7.76",180
