"","time","posX","posY","orientation","00:14:bf:b1:97:8a","00:14:bf:b1:97:90","00:0f:a3:39:e1:c0","00:14:bf:b1:97:8d","00:14:bf:b1:97:81","00:14:bf:3b:c7:c6","00:0f:a3:39:dd:cd","nas","posXY","angle"
"4820","1139650541566",2,4,134.9,-45,-51,-58,-61,-62,-63,-60,0,"2.0-4.0",135
"4821","1139650542574",2,4,134.9,-50,-58,-61,-61,-65,-63,-70,0,"2.0-4.0",135
"4822","1139650543078",2,4,134.9,-38,-57,-58,-62,-65,-62,-72,0,"2.0-4.0",135
"4823","1139650543582",2,4,134.9,-39.5,-57,-60,-60,-67,-64,-69,0,"2.0-4.0",135
"4824","1139650545347",2,4,134.9,-40,-58,-56,-59,-65,-62,-69,0,"2.0-4.0",135
"4825","1139650546103",2,4,134.9,-40,-53,-58,-60,-64,-63,-61,0,"2.0-4.0",135
"4826","1139650546859",2,4,134.9,-39,-52,-59,-60,-63,-62,-61,0,"2.0-4.0",135
"4827","1139650548623",2,4,134.9,-40,-57,-59,-62,-60,-59,-61,0,"2.0-4.0",135
"4828","1139650550991",2,4,134.9,-39,-57,-58,-63,-69,-62,-60,0,"2.0-4.0",135
"4829","1139650551243",2,4,134.9,-41,-56,-59,-63,-61,-62,-70,0,"2.0-4.0",135
"4830","1139650553511",2,4,134.9,-40,-50,-59,-68,-61,-63,-70,0,"2.0-4.0",135
"4831","1139650554519",2,4,134.9,-40,-54,-61,-62,-61,-65,-70,0,"2.0-4.0",135
"4832","1139650619127",2,4,180.1,-45,-53,-51,-58,-64,-60,-67,0,"2.0-4.0",180
"4833","1139650619635",2,4,180.5,-38,-49,-51,-57,-59,-69,-64,0,"2.0-4.0",180
"4834","1139650621147",2,4,180.5,-45,-55,-53,-57,-65,-58,-65,0,"2.0-4.0",180
"4835","1139650621399",2,4,180.5,-37,-52,-49,-58,-58,-59,-65,0,"2.0-4.0",180
"4836","1139650622911",2,4,180.5,-44,-53,-53,-58,-60,-58,-65,0,"2.0-4.0",180
"4837","1139650623163",2,4,180.5,-44,-53,-52,-58,-64,-70.5,-68,0,"2.0-4.0",180
"4838","1139650623415",2,4,180.5,-37,-52,-53,-58,-66,-59,-69,0,"2.0-4.0",180
"4839","1139650624172",2,4,180.5,-45,-48,-53,-57,-60,-70,-66,0,"2.0-4.0",180
"4840","1139650626192",2,4,180.5,-38,-48,-54,-58,-59,-59,-67,0,"2.0-4.0",180
"4841","1139650626948",2,4,180.5,-37,-52,-50,-58,-66,-58,-67,0,"2.0-4.0",180
"4842","1139650627200",2,4,180.5,-44,-51,-54,-58,-58,-58,-65,0,"2.0-4.0",180
"4843","1139650628966",2,4,180.5,-45,-53,-49,-59,-60,-72,-66,0,"2.0-4.0",180
"4844","1139650629216",2,4,180.5,-37,-53,-53,-58,-60,-57,-68,0,"2.0-4.0",180
"4845","1139650630728",2,4,180.5,-37,-55,-48,-58,-60,-58,-66,0,"2.0-4.0",180
"4846","1139650631232",2,4,180.5,-45,-49,-48,-57,-59,-69,-66,0,"2.0-4.0",180
"4847","1139650631736",2,4,180.5,-38,-55,-49,-57,-61,-70,-68,0,"2.0-4.0",180
"4848","1139650632748",2,4,180.5,-46,-53,-55,-56,-67,-59,-65,0,"2.0-4.0",180
"4849","1139650633504",2,4,180.5,-46,-48,-49,-57,-60,-58,-66,0,"2.0-4.0",180
"4850","1139650634008",2,4,180.5,-46,-49,-49,-56,-60,-58,-68,0,"2.0-4.0",180
"4851","1139650634764",2,4,180.5,-45,-55,-49,-57,-61,-58,-69,0,"2.0-4.0",180
"4852","1139650635016",2,4,180.5,-37,-52.5,-49,-59,-60,-54,-71,0,"2.0-4.0",180
"4853","1139650635520",2,4,180.5,-36,-57,-55,-56,-59,-58,-72,0,"2.0-4.0",180
"4854","1139650636024",2,4,180.5,-36,-52,-55,-57,-61,-58,-67,0,"2.0-4.0",180
"4855","1139650636780",2,4,180.5,-37,-56,-58,-58,-61,-60,-67,0,"2.0-4.0",180
"4856","1139650637032",2,4,180.5,-45.5,-54,-50,-56,-61,-58,-70,0,"2.0-4.0",180
"4857","1139650638040",2,4,180.5,-46,-54,-56,-57.5,-69,-59,-68,0,"2.0-4.0",180
"4858","1139650639300",2,4,180.5,-36,-55,-50,-58,-60,-59,-66,0,"2.0-4.0",180
"4859","1139650639804",2,4,180.5,-37,-53,-49,-56,-61,-55,-70,0,"2.0-4.0",180
"4860","1139650641065",2,4,180.5,-37,-55,-54,-58,-60,-59,-65,0,"2.0-4.0",180
"4861","1139650642073",2,4,180.5,-46,-53,-53,-59,-61,-57,-67,0,"2.0-4.0",180
"4862","1139650642577",2,4,180.5,-37,-49,-49,-57,-66,-71,-68,0,"2.0-4.0",180
"4863","1139650643333",2,4,180.5,-37,-52,-48,-56,-61,-57,-69,0,"2.0-4.0",180
"4864","1139650643585",2,4,180.5,-36,-50,-49,-58,-59,-58,-69,0,"2.0-4.0",180
"4865","1139650690884",2,4,225.4,-51,-71,-51,-59,-62,-59,-69,0,"2.0-4.0",225
"4866","1139650691388",2,4,225.4,-49,-55,-52,-60,-62,-61,-66,0,"2.0-4.0",225
"4867","1139650692144",2,4,225.4,-49,-67,-51,-59,-60,-57,-66,0,"2.0-4.0",225
"4868","1139650692900",2,4,225.4,-48,-56,-50,-58,-58,-60,-66,0,"2.0-4.0",225
"4869","1139650693152",2,4,225.4,-47,-69,-50,-59,-58,-61,-67,0,"2.0-4.0",225
"4870","1139650693404",2,4,225.4,-47,-56,-52,-60,-61,-62,-75,0,"2.0-4.0",225
"4871","1139650694668",2,4,225.4,-38,-56,-50,-60,-58,-58,-75,0,"2.0-4.0",225
"4872","1139650695676",2,4,225.4,-48.5,-58,-52,-60,-60,-61,-64,0,"2.0-4.0",225
"4873","1139650696180",2,4,225.4,-47.5,-67,-50,-59,-59,-58,-76,0,"2.0-4.0",225
"4874","1139650697440",2,4,225.4,-49,-68,-52,-59,-59,-55,-75,0,"2.0-4.0",225
"4875","1139650699204",2,4,225.4,-39,-57,-52,-55.5,-61,-61,-74,0,"2.0-4.0",225
"4876","1139650699456",2,4,225.4,-38,-57,-51,-58,-60,-57,-63,0,"2.0-4.0",225
"4877","1139650699710",2,4,225.4,-47,-56,-50,-56,-60,-62,-64,0,"2.0-4.0",225
"4878","1139650699960",2,4,225.4,-48,-57,-52,-60,-61,-60,-64,0,"2.0-4.0",225
"4879","1139650700464",2,4,225.4,-38,-57,-52,-56,-59,-60,-60,0,"2.0-4.0",225
"4880","1139650701220",2,4,225.4,-47,-69,-50,-56,-61,-62,-67,0,"2.0-4.0",225
"4881","1139650701472",2,4,225.4,-48,-68,-51,-60,-60,-57,-64,0,"2.0-4.0",225
"4882","1139650702732",2,4,225.4,-49,-56,-51,-59,-60,-61,-72,0,"2.0-4.0",225
"4883","1139650702988",2,4,225.4,-47,-58,-52,-59,-60,-62,-74,0,"2.0-4.0",225
"4884","1139650703492",2,4,225.4,-50,-55,-51,-55,-60,-61,-75,0,"2.0-4.0",225
"4885","1139650703996",2,4,225.4,-49,-69,-51,-59,-60,-60,-64,0,"2.0-4.0",225
"4886","1139650705509",2,4,225.4,-49,-57,-51,-55,-60,-60,-65,0,"2.0-4.0",225
"4887","1139650705761",2,4,225.4,-49,-70,-52,-56,-58,-59,-65,0,"2.0-4.0",225
"4888","1139650706517",2,4,225.4,-48,-58,-50,-55,-58,-60,-62,0,"2.0-4.0",225
"4889","1139650707021",2,4,225.4,-48,-58,-51,-54,-57,-60,-75,0,"2.0-4.0",225
"4890","1139650707525",2,4,225.4,-48,-57,-51,-58,-59,-56,-74,0,"2.0-4.0",225
"4891","1139650708533",2,4,225.4,-38,-69,-52,-59,-60,-59,-66,0,"2.0-4.0",225
"4892","1139650708785",2,4,225.4,-47,-68,-51,-59,-59,-60,-71,0,"2.0-4.0",225
"4893","1139650709793",2,4,225.4,-38,-56,-49,-56,-59,-57,-66,0,"2.0-4.0",225
"4894","1139650710045",2,4,225.4,-48,-68,-49,-60,-58,-56,-64,0,"2.0-4.0",225
"4895","1139650710549",2,4,225.4,-47,-68,-51,-58,-60,-56,-75,0,"2.0-4.0",225
"4896","1139650710801",2,4,225.4,-47,-57,-51,-60,-60,-59,-74,0,"2.0-4.0",225
"4897","1139650712565",2,4,225.4,-49,-56,-50,-59,-60,-59,-66,0,"2.0-4.0",225
"4898","1139650712817",2,4,225.4,-49,-56,-51,-58,-59,-58,-61,0,"2.0-4.0",225
"4899","1139650713573",2,4,225.4,-47,-56,-50,-59,-59,-60,-67,0,"2.0-4.0",225
"4900","1139650715085",2,4,225.4,-49,-55,-50,-58,-60,-56,-62,0,"2.0-4.0",225
"4901","1139650715589",2,4,225.4,-49,-68,-50,-58,-58,-56,-62,0,"2.0-4.0",225
"4902","1139650716345",2,4,225.4,-50,-66,-51,-59,-60,-57,-61,0,"2.0-4.0",225
"4903","1139650716597",2,4,225.4,-49,-66,-52,-55,-60,-60,-67,0,"2.0-4.0",225
"4904","1139650717101",2,4,225.4,-49,-55,-50,-56,-60,-56,-66,0,"2.0-4.0",225
"4905","1139650717605",2,4,225.4,-40,-57,-51,-58,-60,-58,-68,0,"2.0-4.0",225
"4906","1139650718365",2,4,225.4,-51,-55,-52,-60,-60,-55,-67,0,"2.0-4.0",225
"4907","1139650816364",2,4,270.1,-50,-63,-52,-60,-63,-62,-68,0,"2.0-4.0",270
"4908","1139650817372",2,4,270.1,-47,-58,-48,-60,-66,-63,-71,0,"2.0-4.0",270
"4909","1139650817876",2,4,270.1,-46,-55,-58,-60,-61,-58,-67,0,"2.0-4.0",270
"4910","1139650818128",2,4,270.1,-45,-58,-57,-60,-65,-61,-69,0,"2.0-4.0",270
"4911","1139650819896",2,4,270.1,-46,-52,-52,-59,-60,-63.5,-69,0,"2.0-4.0",270
"4912","1139650820148",2,4,270.1,-47,-53,-51,-58,-60,-59,-67,0,"2.0-4.0",270
"4913","1139650820652",2,4,270.1,-40,-54,-51,-61,-64,-62,-69,0,"2.0-4.0",270
"4914","1139650820904",2,4,270.1,-40,-50,-51,-57,-59,-62,-68,0,"2.0-4.0",270
"4915","1139650821156",2,4,270.1,-40,-61,-51,-58,-58,-64,-67,0,"2.0-4.0",270
"4916","1139650821916",2,4,270.1,-42,-63,-52,-58,-61,-63,-72,0,"2.0-4.0",270
"4917","1139650822672",2,4,270.1,-46,-63,-51,-58,-58,-61,-70,0,"2.0-4.0",270
"4918","1139650823680",2,4,270.1,-40,-61.5,-57,-61,-60,-63,-68,0,"2.0-4.0",270
"4919","1139650824436",2,4,270.1,-40,-51,-51,-58,-63,-64,-69,0,"2.0-4.0",270
"4920","1139650824940",2,4,270.1,-40,-49,-51,-61,-59,-64,-68,0,"2.0-4.0",270
"4921","1139650825948",2,4,270.1,-41,-62,-51,-58,-60,-64,-69,0,"2.0-4.0",270
"4922","1139650826704",2,4,270.1,-47,-53,-51,-59,-59,-63,-63,0,"2.0-4.0",270
"4923","1139650826956",2,4,270.1,-40,-50,-50,-59,-64,-64,-66,0,"2.0-4.0",270
"4924","1139650827208",2,4,270.1,-40,-61,-57,-56,-59,-63,-62,0,"2.0-4.0",270
"4925","1139650827712",2,4,270.1,-45,-61,-57,-56,-63,-64,-67,0,"2.0-4.0",270
"4926","1139650827964",2,4,270.1,-40,-62,-57,-61,-58,-61,-66,0,"2.0-4.0",270
"4927","1139650828216",2,4,270.1,-40,-62,-57,-58,-61,-62,-69,0,"2.0-4.0",270
"4928","1139650828468",2,4,270.1,-47,-49,-56,-60,-62,-63,-69,0,"2.0-4.0",270
"4929","1139650828720",2,4,270.1,-40,-48,-57,-60,-63,-60,-69,0,"2.0-4.0",270
"4930","1139650828972",2,4,270.1,-40,-53,-50,-61,-63,-64,-69,0,"2.0-4.0",270
"4931","1139650829224",2,4,270.1,-40,-50,-52,-58,-58,-64,-69,0,"2.0-4.0",270
"4932","1139650829476",2,4,270.1,-39,-49,-57,-61,-62,-63,-68,0,"2.0-4.0",270
"4933","1139650829728",2,4,270.1,-40,-54,-50,-60,-59,-62,-63,0,"2.0-4.0",270
"4934","1139650829980",2,4,270.1,-40,-50,-50,-60,-63,-63,-62,0,"2.0-4.0",270
"4935","1139650830736",2,4,270.1,-41,-53,-57,-58,-62,-64,-68,0,"2.0-4.0",270
"4936","1139650830988",2,4,270.1,-40,-61,-56,-61,-58,-64,-63,0,"2.0-4.0",270
"4937","1139650831240",2,4,270.1,-47,-50,-57,-58,-61,-63,-67,0,"2.0-4.0",270
"4938","1139650831493",2,4,270.1,-41,-63,-51,-57,-59,-63.5,-67,0,"2.0-4.0",270
"4939","1139650831744",2,4,270.1,-45.5,-62,-52,-57,-57,-58,-65,0,"2.0-4.0",270
"4940","1139650832753",2,4,270.1,-40,-53,-52,-60,-60,-62,-62,0,"2.0-4.0",270
"4941","1139650833257",2,4,270.1,-39,-62,-52,-58,-59,-63,-68,0,"2.0-4.0",270
"4942","1139650834269",2,4,270.1,-39,-63,-50,-61,-60,-59,-65,0,"2.0-4.0",270
"4943","1139650834521",2,4,270.1,-48,-61,-52,-60,-60,-62,-67,0,"2.0-4.0",270
"4944","1139650835277",2,4,270.1,-46,-48,-58,-57,-61,-64,-69,0,"2.0-4.0",270
"4945","1139650835781",2,4,270.1,-40,-62,-51,-60,-58,-64,-66,0,"2.0-4.0",270
"4946","1139650837041",2,4,270.1,-46,-49,-51,-60,-60,-62,-67,0,"2.0-4.0",270
"4947","1139650837797",2,4,270.1,-40,-52,-58,-61,-59,-63,-69,0,"2.0-4.0",270
"4948","1139650838049",2,4,270.1,-47,-61,-58,-56,-62,-63,-62,0,"2.0-4.0",270
"4949","1139650838301",2,4,270.1,-40,-48,-57,-61,-61,-63,-68,0,"2.0-4.0",270
"4950","1139650838805",2,4,270.1,-47,-50,-58,-61,-62,-63,-67,0,"2.0-4.0",270
"4951","1139650839309",2,4,270.1,-40,-50,-56,-60,-62,-62,-62,0,"2.0-4.0",270
"4952","1139650840821",2,4,270.1,-39,-49,-57,-58,-58,-62,-69,0,"2.0-4.0",270
"4953","1139650841073",2,4,270.1,-47,-49,-56,-83,-61,-58,-69,0,"2.0-4.0",270
"4954","1139650841829",2,4,270.1,-40,-61,-51,-61,-60,-64,-68,0,"2.0-4.0",270
"4955","1139650843345",2,4,270.1,-40,-48,-51,-58,-61,-62,-70,0,"2.0-4.0",270
"4956","1139650843597",2,4,270.1,-39,-61,-51,-57,-62,-63,-68,0,"2.0-4.0",270
"4957","1139650873099",2,4,314.9,-45,-51,-48,-65,-60,-63,-75,0,"2.0-4.0",315
"4958","1139650873351",2,4,314.9,-43,-46,-48,-70,-60,-71,-73,0,"2.0-4.0",315
"4959","1139650874107",2,4,314.9,-43,-47,-55,-63,-57,-61,-71,0,"2.0-4.0",315
"4960","1139650874611",2,4,314.9,-47,-52,-54,-65,-64,-62,-70,0,"2.0-4.0",315
"4961","1139650875871",2,4,314.9,-46,-56,-55,-66,-58,-63,-66,0,"2.0-4.0",315
"4962","1139650876627",2,4,314.9,-46,-55,-55,-68,-55,-64,-68,0,"2.0-4.0",315
"4963","1139650876879",2,4,314.9,-46,-55,-55,-68,-75,-63,-67,0,"2.0-4.0",315
"4964","1139650877887",2,4,314.9,-43,-52,-54,-63,-58,-64,-66,0,"2.0-4.0",315
"4965","1139650878391",2,4,314.9,-42,-51,-51,-61,-56,-63,-66,0,"2.0-4.0",315
"4966","1139650879904",2,4,314.9,-42,-56,-53,-62,-77,-63,-68,0,"2.0-4.0",315
"4967","1139650880660",2,4,314.9,-42,-51,-54,-61,-58,-66,-70,0,"2.0-4.0",315
"4968","1139650880912",2,4,314.9,-46,-55,-54,-68,-58,-63,-68,0,"2.0-4.0",315
"4969","1139650881164",2,4,314.9,-41,-51,-55,-63,-77,-62,-69,0,"2.0-4.0",315
"4970","1139650881416",2,4,314.9,-48,-56,-53,-63,-58,-70,-69,0,"2.0-4.0",315
"4971","1139650881668",2,4,314.9,-42,-51,-54,-63,-58,-61,-66,0,"2.0-4.0",315
"4972","1139650881920",2,4,314.9,-43,-49,-54,-63,-58,-61,-70,0,"2.0-4.0",315
"4973","1139650882424",2,4,314.9,-42,-51,-54,-63,-57,-65,-67,0,"2.0-4.0",315
"4974","1139650883180",2,4,314.9,-44,-52,-55,-64.5,-59,-64,-72,0,"2.0-4.0",315
"4975","1139650885196",2,4,314.9,-46,-51,-55,-63,-58,-65,-67,0,"2.0-4.0",315
"4976","1139650887212",2,4,314.9,-42,-56,-55,-63,-57,-64,-67,0,"2.0-4.0",315
"4977","1139650887464",2,4,314.9,-42,-49,-54,-61,-58,-62,-71,0,"2.0-4.0",315
"4978","1139650888220",2,4,314.9,-42,-56,-54,-62,-58,-63,-71,0,"2.0-4.0",315
"4979","1139650888724",2,4,314.9,-43,-52,-55,-69,-74,-61,-68,0,"2.0-4.0",315
"4980","1139650889732",2,4,314.9,-43,-48,-55,-63,-57,-62,-71,0,"2.0-4.0",315
"4981","1139650890488",2,4,314.9,-44,-57,-53,-63,-56,-63,-67,0,"2.0-4.0",315
"4982","1139650890740",2,4,314.9,-42,-56,-52,-62,-57,-67,-67,0,"2.0-4.0",315
"4983","1139650890992",2,4,314.9,-45,-52,-54,-62,-57,-60,-68,0,"2.0-4.0",315
"4984","1139650892000",2,4,314.9,-43,-62,-54,-67,-58,-61,-70,0,"2.0-4.0",315
"4985","1139650892756",2,4,314.9,-46,-51,-55,-63,-57,-63,-68,0,"2.0-4.0",315
"4986","1139650893008",2,4,314.9,-43,-57,-54,-61,-58,-63,-71,0,"2.0-4.0",315
"4987","1139650893514",2,4,314.9,-42,-51,-54,-62,-58,-62,-69,0,"2.0-4.0",315
"4988","1139650894020",2,4,314.9,-43,-55,-54,-61,-59,-63,-67,0,"2.0-4.0",315
"4989","1139650894776",2,4,314.9,-42,-55,-55,-62,-58,-67,-65,0,"2.0-4.0",315
"4990","1139650895785",2,4,314.9,-43,-55.5,-53,-63,-75,-62,-69,0,"2.0-4.0",315
"4991","1139650896036",2,4,314.9,-42,-51,-55,-63,-58,-61,-67,0,"2.0-4.0",315
"4992","1139650896541",2,4,314.9,-42,-55,-55,-65,-58,-60,-68,0,"2.0-4.0",315
"4993","1139650896793",2,4,314.9,-43,-55,-54,-69,-57,-63,-68,0,"2.0-4.0",315
"4994","1139650897044",2,4,314.9,-41,-57,-53,-62,-56,-63,-66,0,"2.0-4.0",315
"4995","1139650897549",2,4,314.9,-42,-58,-55,-61,-57,-60,-71,0,"2.0-4.0",315
"4996","1139650898557",2,4,314.9,-42,-57,-53,-61,-58,-62,-65,0,"2.0-4.0",315
"4997","1139650899565",2,4,314.9,-43,-57,-55,-63,-58,-64,-67,0,"2.0-4.0",315
"4998","1139650969157",1,5,0.3,-53,-51,-52,-61,-72.5,-63,-70,0,"1.0-5.0",0
"4999","1139650969661",1,5,0.3,-52,-58,-55,-64,-63,-64,-70,0,"1.0-5.0",0
"5000","1139650970921",1,5,0.3,-53,-60,-55,-63,-68,-67,-70,0,"1.0-5.0",0
"5001","1139650971429",1,5,0.3,-55,-57,-54,-62,-64,-63,-67,0,"1.0-5.0",0
"5002","1139650971933",1,5,0.3,-48,-60,-55,-62,-64,-61,-68,0,"1.0-5.0",0
"5003","1139650972437",1,5,0.3,-49,-57,-54,-64,-63,-69,-65,0,"1.0-5.0",0
"5004","1139650973193",1,5,0.3,-46,-56,-49,-63.5,-63,-71,-70,0,"1.0-5.0",0
"5005","1139650973445",1,5,0.3,-47,-56,-51,-62,-63,-69,-64,0,"1.0-5.0",0
"5006","1139650973949",1,5,0.3,-48,-57,-50,-63,-62,-69,-65,0,"1.0-5.0",0
"5007","1139650974709",1,5,0.3,-42,-55,-55,-62,-62,-72,-68,0,"1.0-5.0",0
"5008","1139650975466",1,5,0.3,-43,-61,-50,-62,-61,-70.5,-69,0,"1.0-5.0",0
"5009","1139650975718",1,5,0.3,-46,-57.5,-51,-61,-63,-71,-64,0,"1.0-5.0",0
"5010","1139650977990",1,5,0.3,-47,-56,-52,-62,-64,-73,-67,0,"1.0-5.0",0
"5011","1139650978242",1,5,0.3,-42,-60,-50,-62,-64,-75,-69,0,"1.0-5.0",0
"5012","1139650978998",1,5,0.3,-48,-49,-50,-63,-63,-74,-68,0,"1.0-5.0",0
"5013","1139650979250",1,5,0.3,-42,-55.5,-50,-63,-64,-71,-68,0,"1.0-5.0",0
"5014","1139650980006",1,5,0.3,-46,-55,-50,-63,-63,-69,-67.5,0,"1.0-5.0",0
"5015","1139650980262",1,5,0.3,-42,-56,-57,-63,-63,-70,-68,0,"1.0-5.0",0
"5016","1139650981018",1,5,0.3,-43,-58,-50,-62,-64,-71,-64,0,"1.0-5.0",0
"5017","1139650981522",1,5,0.3,-46,-59,-51,-62.5,-66,-71,-64,0,"1.0-5.0",0
"5018","1139650981774",1,5,0.3,-42,-55,-51,-61,-65,-70,-67,0,"1.0-5.0",0
"5019","1139650983034",1,5,0.3,-42,-58,-51,-63,-63,-70,-65,0,"1.0-5.0",0
"5020","1139650986058",1,5,0.3,-48,-55,-56,-62,-63,-69.5,-69,0,"1.0-5.0",0
"5021","1139650986562",1,5,0.3,-43,-55,-55,-62,-65,-69,-68,0,"1.0-5.0",0
"5022","1139650986814",1,5,0.3,-47,-57,-50,-62,-63,-75,-67,0,"1.0-5.0",0
"5023","1139650987066",1,5,0.3,-47,-55,-50,-63,-64,-69,-65,0,"1.0-5.0",0
"5024","1139650988074",1,5,0.3,-46,-59,-50,-63,-66,-70,-65,0,"1.0-5.0",0
"5025","1139650988830",1,5,0.3,-43,-55,-50,-63,-64,-69,-68,0,"1.0-5.0",0
"5026","1139650989338",1,5,0.3,-48,-58,-50,-63,-66,-69,-67,0,"1.0-5.0",0
"5027","1139650990598",1,5,0.3,-42,-59,-50,-62,-65,-69,-68,0,"1.0-5.0",0
"5028","1139650990850",1,5,0.3,-42,-55,-50,-61,-64,-69.5,-65,0,"1.0-5.0",0
"5029","1139650991606",1,5,0.3,-42,-56,-50,-63,-63,-69,-64,0,"1.0-5.0",0
"5030","1139650992114",1,5,0.3,-42,-59,-52,-62,-66,-65,-66,0,"1.0-5.0",0
"5031","1139650993123",1,5,0.3,-41,-57,-51,-63,-67,-68,-69,0,"1.0-5.0",0
"5032","1139650993627",1,5,0.3,-43,-57,-50,-63,-64,-71,-68,0,"1.0-5.0",0
"5033","1139651029069",1,5,44.9,-36,-57,-53,-60,-68,-64,-68,0,"1.0-5.0",45
"5034","1139651029825",1,5,44.9,-37,-56,-55,-58,-68,-68,-66,0,"1.0-5.0",45
"5035","1139651032597",1,5,44.9,-41,-60,-55,-62,-67,-70,-68,0,"1.0-5.0",45
"5036","1139651033605",1,5,44.9,-35.5,-57.5,-55,-63,-67,-65,-67,0,"1.0-5.0",45
"5037","1139651034865",1,5,44.9,-35,-59,-54,-62,-67,-70,-63,0,"1.0-5.0",45
"5038","1139651035873",1,5,44.9,-35,-58,-57,-64,-69,-67,-68,0,"1.0-5.0",45
"5039","1139651038393",1,5,44.9,-40,-57,-57,-63,-67,-64,-67,0,"1.0-5.0",45
"5040","1139651040914",1,5,44.9,-36,-63,-56,-64,-69,-65,-63,0,"1.0-5.0",45
"5041","1139651041166",1,5,44.9,-40,-59,-53,-63,-68,-66,-64,0,"1.0-5.0",45
"5042","1139651041670",1,5,44.9,-40,-57,-53,-63,-68,-65,-66,0,"1.0-5.0",45
"5043","1139651041922",1,5,44.9,-40,-59,-54,-63,-67,-63,-63,0,"1.0-5.0",45
"5044","1139651042174",1,5,44.9,-41,-57,-56,-65,-67,-64,-63,0,"1.0-5.0",45
"5045","1139651043182",1,5,44.9,-40,-57,-57,-64,-72,-64,-63,0,"1.0-5.0",45
"5046","1139651043686",1,5,44.9,-35,-64,-52,-65,-64,-64,-66,0,"1.0-5.0",45
"5047","1139651044442",1,5,44.9,-35,-57,-52,-64,-65,-64,-67,0,"1.0-5.0",45
"5048","1139651044694",1,5,44.9,-35,-58,-56,-65,-65,-65,-64,0,"1.0-5.0",45
"5049","1139651045954",1,5,44.9,-40,-62,-55,-65,-67,-64,-68,0,"1.0-5.0",45
"5050","1139651047466",1,5,44.9,-35,-59,-57,-65,-67,-65,-67,0,"1.0-5.0",45
"5051","1139651047718",1,5,44.9,-36,-59,-57,-64,-67,-66,-62,0,"1.0-5.0",45
"5052","1139651049986",1,5,44.9,-35,-63,-57,-64,-67,-66,-64,0,"1.0-5.0",45
"5053","1139651050490",1,5,44.9,-39,-59,-56,-63,-68,-67,-64,0,"1.0-5.0",45
"5054","1139651051246",1,5,44.9,-39,-62,-55,-64,-65,-58,-69,0,"1.0-5.0",45
"5055","1139651051750",1,5,44.9,-39,-58,-54,-65,-69,-66,-63,0,"1.0-5.0",45
"5056","1139651052758",1,5,44.9,-36,-64,-52,-65,-69,-62,-67,0,"1.0-5.0",45
"5057","1139651053262",1,5,44.9,-41,-63,-58,-64,-67,-66,-69,0,"1.0-5.0",45
"5058","1139651054522",1,5,44.9,-41,-60,-58,-62,-67,-64,-63,0,"1.0-5.0",45
"5059","1139651055026",1,5,44.9,-36,-58,-57,-61,-66,-65,-67,0,"1.0-5.0",45
"5060","1139651055782",1,5,44.9,-36,-57,-54,-73,-66,-69,-64,0,"1.0-5.0",45
"5061","1139651056034",1,5,44.9,-41,-57,-53,-59,-62,-64,-68,0,"1.0-5.0",45
"5062","1139651090353",1,5,90.3,-36,-52,-49,-65,-69,-63,-75,0,"1.0-5.0",90
"5063","1139651091109",1,5,90.3,-43,-62,-55,-65,-63,-63,-72,0,"1.0-5.0",90
"5064","1139651091613",1,5,90.3,-38,-59,-46,-66,-61,-70,-71,0,"1.0-5.0",90
"5065","1139651091865",1,5,90.3,-45,-58,-47,-66,-68,-62,-68,0,"1.0-5.0",90
"5066","1139651092369",1,5,90.3,-36,-59,-48,-67,-61,-64,-72,0,"1.0-5.0",90
"5067","1139651092621",1,5,90.3,-43,-60,-49,-67,-69,-67,-70,0,"1.0-5.0",90
"5068","1139651093629",1,5,90.3,-36,-56,-57,-70,-64,-62.5,-70,0,"1.0-5.0",90
"5069","1139651095393",1,5,90.3,-39,-59,-54,-65,-68,-65,-72,0,"1.0-5.0",90
"5070","1139651095645",1,5,90.3,-36,-59,-51,-69,-67,-63,-71,0,"1.0-5.0",90
"5071","1139651096905",1,5,90.3,-36,-64,-52,-64,-68,-61,-70,0,"1.0-5.0",90
"5072","1139651098417",1,5,90.3,-36,-62,-56,-65,-62,-66,-72,0,"1.0-5.0",90
"5073","1139651098669",1,5,90.3,-35,-61,-56,-70,-64,-66,-72,0,"1.0-5.0",90
"5074","1139651098921",1,5,90.3,-38,-64,-56,-70,-65,-62,-67,0,"1.0-5.0",90
"5075","1139651099425",1,5,90.3,-36,-63,-56,-65,-66,-60,-73,0,"1.0-5.0",90
"5076","1139651099677",1,5,90.3,-40,-61,-55,-64,-69,-67,-69,0,"1.0-5.0",90
"5077","1139651100433",1,5,90.3,-35,-58,-52,-65,-64,-66,-68,0,"1.0-5.0",90
"5078","1139651100937",1,5,90.3,-36,-62,-56,-65,-66,-66,-71,0,"1.0-5.0",90
"5079","1139651103209",1,5,90.3,-35,-66,-52,-66,-65,-66,-66,0,"1.0-5.0",90
"5080","1139651103966",1,5,90.3,-38,-62,-51,-66,-65,-66,-71,0,"1.0-5.0",90
"5081","1139651104974",1,5,90.3,-39,-66,-51,-68,-62,-67,-71,0,"1.0-5.0",90
"5082","1139651106234",1,5,90.3,-39,-59,-52,-68,-62,-66,-72,0,"1.0-5.0",90
"5083","1139651106486",1,5,90.3,-35,-63,-52,-68,-62,-63,-73,0,"1.0-5.0",90
"5084","1139651108250",1,5,90.3,-39,-68,-57,-68,-60,-66,-71,0,"1.0-5.0",90
